YouTube ID,start seconds,label,train/test split
_hd1tNgkZz8,9,"playing violin, fiddle",test
_jB-IM_77lI,0,playing tennis,test
_pGWT7NWrTY,18,mouse clicking,test
_pGWT7NWrTY,40,mouse clicking,test
_peXjzFQ2_c,30,playing trumpet,test
a4BjqKd8FsI,160,playing vibraphone,test
a7cRojOdljw,169,playing tennis,test
aBI4otPGdKU,390,playing harmonica,test
aE-_vO4AagE,70,toilet flushing,test
aHx50zHbHbE,13,"playing violin, fiddle",test
aJpAmCQy3HY,57,train wheels squealing,test
aKWG9CWMoWo,696,mouse clicking,test
aOOqSWgmRJM,33,"playing violin, fiddle",test
aSDfi0CMrKg,63,lions growling,test
aUx0xMF9pwU,20,playing vibraphone,test
aZxm-nYkpNs,3,cricket chirping,test
ab3X6tqW-wg,251,slot machine,test
adh99_Q735w,140,playing gong,test
as7MhTe961k,170,playing saxophone,test
b3vr1k3gAQE,0,"bee, wasp, etc. buzzing",test
b6RkOuPoVWU,130,playing harmonica,test
b9QbvDDoPsU,160,playing saxophone,test
bFfr9DS2qgA,340,playing harmonica,test
bGk6gbxWzCQ,30,playing gong,test
bHNdoIWxXDk,200,playing harpsichord,test
bJB2A8QPl8w,70,playing saxophone,test
bKlj1LbM6wI,120,"bee, wasp, etc. buzzing",test
bLT5nbwpVOw,0,playing saxophone,test
bMYRySDXzco,178,wind chime,test
bMYRySDXzco,257,wind chime,test
bNvp4y9WSGM,30,"playing violin, fiddle",test
bPwAxV8iEfA,100,playing trumpet,test
bQABY9H1h1Y,280,cricket chirping,test
bRMhCq4dB9k,3,wind chime,test
bWyrxAZCOhA,20,playing cello,test
baayJxbQepY,188,playing timbales,test
bhvuDEOfMxo,143,playing timbales,test
bkIBHUh7LrE,115,cricket chirping,test
bkIBHUh7LrE,126,cricket chirping,test
bmKtI808DsU,9,lions growling,test
boPZxCznYbc,30,crow cawing,test
bp-XBkdA4rM,385,people marching,test
bqmWNU5oLZM,7,crow cawing,test
btzP6UEH1pI,412,slot machine,test
bydVpoBELn8,235,mouse clicking,test
c25HvZPRCsA,330,playing harpsichord,test
cD7zMUwX7T4,38,"playing violin, fiddle",test
cEjYmO5-dLk,10,playing cello,test
cM_VbOBRWK8,0,playing harmonica,test
cN5WLE0XTsE,185,playing timbales,test
cONmLYsDHl0,18,people marching,test
cXHEvHylsHg,230,playing harmonica,test
cYS85XxZMuE,120,toilet flushing,test
caI1iADQPVA,130,toilet flushing,test
cagBxHqLuKA,11,playing trumpet,test
ce9zi0YdC00,205,swimming,test
cscwHKeJ9n4,0,"playing violin, fiddle",test
d6np1zhRar0,240,playing saxophone,test
dFiGYIa6wfY,0,"bee, wasp, etc. buzzing",test
dP6opIF4AEA,350,cricket chirping,test
dY1Qd53MF4I,310,"bee, wasp, etc. buzzing",test
da-UIZplRqE,30,playing gong,test
dbD0nVfy9RU,0,playing trumpet,test
de8skUrbdUc,30,cricket chirping,test
deVyPq-AHfc,430,playing harpsichord,test
dfrps0BtQQQ,80,playing vibraphone,test
dg7oSv2R4AE,44,playing trumpet,test
dmHcDWrMH-8,60,"playing violin, fiddle",test
dmOYEzKEWew,85,train wheels squealing,test
dmOYEzKEWew,158,train wheels squealing,test
do1y1bkL14M,300,"bee, wasp, etc. buzzing",test
doaQC-S8de8,0,playing trumpet,test
ds-nE2iRIRw,106,swimming,test
dulZ4FPi7gg,170,toilet flushing,test
dvR0Km6r2KI,380,"bee, wasp, etc. buzzing",test
dwEU1TXu5bw,174,slot machine,test
dxN1J8CvLdE,0,playing trumpet,test
e2yjPsXo4_M,16,crow cawing,test
e8l9BGprwb0,16,lions growling,test
eFueCoTecKY,159,train wheels squealing,test
eJ2AKzgNkyA,120,playing vibraphone,test
eMN-HFZMaKc,160,playing gong,test
eMQySEjyCUw,160,playing vibraphone,test
eW0xSVw2gXc,290,playing gong,test
eZ5iippq3rA,30,crow cawing,test
eeiDM1H_Y-w,20,toilet flushing,test
eiyyoUt64Zc,100,playing trumpet,test
eq2XqmviZD4,85,playing trumpet,test
eqgRyEINfKM,335,playing tennis,test
eskqejEOXyU,45,train wheels squealing,test
eskqejEOXyU,102,train wheels squealing,test
evvK3lYqQ00,89,playing timbales,test
ewzjWBrHReg,144,wind chime,test
exd1pvWXbfU,9,mouse clicking,test
f0nHj0CzOIc,12,swimming,test
f1t07gkcfR8,110,toilet flushing,test
f8cJ5g7Pe88,30,crow cawing,test
f9sagpKa8Zo,40,playing saxophone,test
fCx7XGkuLfk,30,crow cawing,test
fJNauQt9Di0,150,"playing violin, fiddle",test
fPFpRsKbzfU,0,owl hooting,test
fPMwOPwurKU,10,playing vibraphone,test
fa0lR26K23E,450,playing vibraphone,test
favWHteInt0,448,wind chime,test
fbdz2U-fJsk,110,owl hooting,test
fdOYVf1E8O4,5,playing tennis,test
fnCf7sDpVXo,170,playing gong,test
foMCFJxrWnE,270,"bee, wasp, etc. buzzing",test
fowc2nadbvE,0,playing trumpet,test
fsJdW_6HePY,80,playing tennis,test
fxUSMBlLOso,12,train wheels squealing,test
fzG0Ntou1sc,81,playing tennis,test
fzlYfY5A5sM,250,"bee, wasp, etc. buzzing",test
g1B7AXhFQ1I,60,slot machine,test
g1P3w8kwGN0,70,wind chime,test
g295Y8wuo7w,24,playing trumpet,test
g87FgSOzbvo,23,playing trumpet,test
g8USMvt9np0,10,playing vibraphone,test
gBRTGtmHZW0,154,slot machine,test
gKCdntEVJVU,11,playing tennis,test
gLSoyIcevss,30,"playing violin, fiddle",test
gPw-sP3px30,2,wind chime,test
gPw-sP3px30,208,wind chime,test
gQUhn5sq5rs,9,lions growling,test
gUxQ5nOqusk,291,mouse clicking,test
gYw7UgO2usI,30,playing harpsichord,test
gYxWz9JAbjE,48,slot machine,test
gcyPMu7k1LM,184,playing timbales,test
gd2-qjVH_DI,20,playing timbales,test
gd2-qjVH_DI,32,playing timbales,test
ge191yHHQio,30,playing harpsichord,test
ghOfjHwwA-o,223,playing tennis,test
gj57rI1_JX8,30,crow cawing,test
gpyUJCmt3vE,363,playing trumpet,test
grryyLLuWk0,34,wind chime,test
gseikrqMhAY,29,owl hooting,test
gu742sT-4Y0,330,playing cello,test
gyW4t5ogLyE,30,crow cawing,test
hB2DZcypK0Y,187,playing tennis,test
hHceJPFc1Iw,140,cricket chirping,test
hKcSZfv9gms,1,playing trumpet,test
hRHKxyErgZw,30,crow cawing,test
h_m8EqsraXs,72,lions growling,test
h_m8EqsraXs,206,lions growling,test
hd-3UmM2o3k,70,people marching,test
hidrmMfy49s,14,playing trumpet,test
hkvmrojwrzU,40,playing harmonica,test
hqh5Ve5225g,30,owl hooting,test
hrnJmoQW_-4,30,playing vibraphone,test
hrqspJV1DT8,79,lions growling,test
hrqspJV1DT8,99,lions growling,test
hsWx3U6etY8,18,cricket chirping,test
hykPnezhLZs,20,toilet flushing,test
i9Y6mLjjT-4,2,people marching,test
iEhCQX3a44k,313,slot machine,test
iEzcdCLsiwU,250,playing gong,test
iKwWzXGr_NY,330,crow cawing,test
iW4pt41OuA0,30,crow cawing,test
iW8es1xXsG4,225,people marching,test
iW8es1xXsG4,533,people marching,test
iWak8wPMXV4,558,swimming,test
iWmdwmSL_xk,336,wind chime,test
ia3opw_Vu54,54,swimming,test
iahj0tFg7Js,729,mouse clicking,test
ifCmvLNQl3s,30,crow cawing,test
igU11WRJNrU,65,lions growling,test
igU11WRJNrU,106,lions growling,test
il1s5HHLfI8,152,slot machine,test
io2ZMAWqkeQ,10,lions growling,test
ioBOW6ynH28,10,playing cello,test
ir-oBeMltLY,260,playing gong,test
ixJyYMKAtgQ,60,playing gong,test
iz8en2Dt7vE,17,playing trumpet,test
j-JCj72-vCg,60,train wheels squealing,test
j-wEtmNLMgM,62,cricket chirping,test
j1d0rmakDN4,361,mouse clicking,test
j32gZWkBHUw,0,playing cello,test
j5kPPzlFzyM,148,people marching,test
j5kPPzlFzyM,251,people marching,test
jFnM9C8jCdE,161,playing harpsichord,test
jH6-RU2or84,40,toilet flushing,test
jJ6FWcy7B6M,52,train wheels squealing,test
jJp1gPilmxs,9,playing harmonica,test
jPGn0rqkLPY,80,playing gong,test
jPKhBkLgFLk,16,"playing violin, fiddle",test
jS93Dp3LPSY,0,playing saxophone,test
jUlH1iDMg3Y,10,playing saxophone,test
jh0nGY4dzHg,280,"bee, wasp, etc. buzzing",test
jhTQR8w9SYI,57,playing timbales,test
jlmyAZSidOQ,290,toilet flushing,test
jzxUgRqabsA,10,crow cawing,test
k2b3toww2Mw,1,lions growling,test
k4ExqQTNklk,210,toilet flushing,test
k4k-ULQJzAI,30,toilet flushing,test
kKPQ2keMp-4,193,playing timbales,test
kKqIgmARIoA,30,owl hooting,test
kLsZZrklCGw,27,mouse clicking,test
kLsZZrklCGw,71,mouse clicking,test
kQ7tkcg8Xag,300,people marching,test
kQ7tkcg8Xag,415,people marching,test
kV9bDDyCiEM,8,playing trumpet,test
kX4-OMWCdCc,150,playing cello,test
kaYBmFJzseo,30,playing gong,test
keVZ4cpnWXU,490,"bee, wasp, etc. buzzing",test
kmV2hj-I7Xo,97,"playing violin, fiddle",test
koUnrPY_3n8,7,cricket chirping,test
kpNBSTCVEx4,82,"playing violin, fiddle",test
kq6PDicCx9Q,84,playing timbales,test
ksHBqxzvbhM,19,slot machine,test
ktis2aZfphM,10,playing cello,test
ktxdNOu2P4E,11,lions growling,test
kwJKOXT5XR8,255,train wheels squealing,test
l-kcXXZIVLs,190,playing cello,test
l1S8rIqKfq4,50,slot machine,test
l52-LCtXNeE,10,"bee, wasp, etc. buzzing",test
l5g1RkSYZdw,30,playing harmonica,test
l78ooOwvRyY,0,toilet flushing,test
l7bje9Ay9Ig,20,train wheels squealing,test
l8huGsnYzus,23,wind chime,test
lDABsoatahM,0,playing cello,test
lO6X9-tGdT4,30,crow cawing,test
lX7W1jwY6-8,658,slot machine,test
lb_m2AVVb5M,100,playing cello,test
lkLg1kI06UM,406,slot machine,test
lsAu4_RaXHU,20,playing harmonica,test
lsY8RejLczg,176,slot machine,test
lu52106QS6E,25,playing trumpet,test
m-UoC__UpT8,30,cricket chirping,test
m5eWlvtbamk,130,"bee, wasp, etc. buzzing",test
mFuekXaEKXo,330,playing vibraphone,test
mU3BktTVq9Q,220,playing saxophone,test
mWaz8lJKZe8,140,playing trumpet,test
mY0sA1fc2IM,66,lions growling,test
mbyM2mDDRBk,80,"bee, wasp, etc. buzzing",test
meA5z8lSHhU,54,swimming,test
mhRdop55WeQ,300,playing cello,test
mkIilVe2qkg,110,cricket chirping,test
mkayu6dgMQs,190,playing gong,test
mlI6dSFpAhs,250,playing saxophone,test
mlnroDsO95Y,5,swimming,test
mywsmUl_07o,20,playing cello,test
n2JanKszFoQ,200,playing cello,test
nBV-l2UuGFo,81,slot machine,test
nH9Ezr_B9no,73,playing timbales,test
nKe3zn_yk94,31,slot machine,test
nLjl6I4astk,717,people marching,test
nMT7ANtG8cA,117,swimming,test
nSoebc2LfAo,530,cricket chirping,test
nXY2Vrfm0vY,1,slot machine,test
nZoC4wf7k9Y,160,playing gong,test
n_MNkvDX5Dk,170,playing gong,test
nnkzdwz1D8Q,280,cricket chirping,test
npcdmOfFZis,50,playing harmonica,test
ntfyeC178Tg,30,playing vibraphone,test
nvIIa2B7P_0,440,"bee, wasp, etc. buzzing",test
nwdZrUBojGs,100,playing vibraphone,test
ny11DBcW3hI,19,playing timbales,test
o0Aq9oY4JNk,6,"playing violin, fiddle",test
o505NNzv0TI,35,playing timbales,test
oOBByUjJtLY,0,playing gong,test
oSqoyk9FenQ,0,playing gong,test
oUaGeoOA6i0,224,playing timbales,test
oaKEAU7SoCE,30,playing harmonica,test
ok-srXYE5tg,4,wind chime,test
ov4fdnGwzWU,520,playing trumpet,test
oyxhHkOel2I,115,playing tennis,test
p-ASHwSVFSI,80,playing harmonica,test
p2wc5-uMbWw,30,"playing violin, fiddle",test
p4iWwYv6BuY,220,playing gong,test
p99Yp32hEbg,30,owl hooting,test
pAvk3k0LPtI,220,cricket chirping,test
pCF6jJMaCnU,30,playing harpsichord,test
pDUm_JKSk8k,120,playing saxophone,test
pFE9Y4ox72s,60,playing saxophone,test
pFgm8rJ27eg,60,playing tennis,test
pIhCGGAsoaA,97,mouse clicking,test
pIhCGGAsoaA,107,mouse clicking,test
pJpAIDrXzJY,120,"bee, wasp, etc. buzzing",test
pMWFhplFSEQ,0,playing vibraphone,test
pNin81AXlRY,5,lions growling,test
pX0Jhk6e2Uw,30,playing trumpet,test
pcGbob7fSgE,40,people marching,test
pcGbob7fSgE,71,people marching,test
q4zfKwfah_8,0,lions growling,test
q6X517iRwRk,188,swimming,test
qAOjOLJDHYw,30,crow cawing,test
qDGFFpUsf04,395,playing timbales,test
qDt3cA3GOUw,24,lions growling,test
qEtEMpphMK0,223,playing timbales,test
qHVFojkTCPI,0,playing harmonica,test
qWLvv_rrSH4,30,playing harmonica,test
qZelT2DOG4g,267,mouse clicking,test
qfCsJyj-gJo,24,playing timbales,test
qfhr7pKsEag,30,owl hooting,test
qiuxNtWXrZI,30,playing saxophone,test
qjHwmaKkMUc,18,mouse clicking,test
qlk02ytcnPU,50,playing vibraphone,test
qni67aUJbw4,160,playing vibraphone,test
qsupx-IXOzU,470,playing saxophone,test
qu14BGKi1lc,30,crow cawing,test
qu3cJGVvvWs,110,playing timbales,test
qu3cJGVvvWs,237,playing timbales,test
qvlTOhCmxvY,240,cricket chirping,test
qyQNZMPZLtU,60,"bee, wasp, etc. buzzing",test
r-bvvvv0sn4,0,playing gong,test
r29e99H14CI,1068,"playing violin, fiddle",test
r4BoQxrLtic,30,crow cawing,test
r6vYJjNnc6o,0,playing gong,test
rBzH1ZfKgX8,63,train wheels squealing,test
rHD9heHSUoQ,200,playing harpsichord,test
rISwHbEC01M,16,train wheels squealing,test
rJftCcAQZEY,460,cricket chirping,test
rLDm254jtZA,21,playing tennis,test
rLDm254jtZA,56,playing tennis,test
rUIGOcQMaSE,40,playing vibraphone,test
reAsBqZsfyo,110,playing saxophone,test
rlCetbDzOfE,61,people marching,test
rlxmevufILI,40,playing harmonica,test
rmI5PeG9tSY,30,"playing violin, fiddle",test
s2avsLDhTUM,62,cricket chirping,test
s4BRktytaS4,18,playing tennis,test
s87IYYmn1fQ,60,playing saxophone,test
sE7fflraCpY,9,playing gong,test
sF6jbD_KbVg,20,mouse clicking,test
sF6jbD_KbVg,56,mouse clicking,test
sH9j4mHGGkQ,120,"playing violin, fiddle",test
sZo_gHIm9mA,10,playing saxophone,test
sbkfFiRlJXc,21,owl hooting,test
sgkwq9a7mgU,0,toilet flushing,test
shRNXFTbd6M,55,playing tennis,test
shRNXFTbd6M,206,playing tennis,test
shkxVcpYF8c,222,mouse clicking,test
ssUcIXMQ9Sk,0,playing harmonica,test
syJs8zsdI8o,34,playing gong,test
t6ofi6eVHSw,310,playing harpsichord,test
teat8XuzuU4,0,cricket chirping,test
tiMD7FdhbPo,50,playing trumpet,test
tkq3HREJFi8,71,playing trumpet,test
tnepPZChA5U,219,"playing violin, fiddle",test
twAF2WFdZMk,143,slot machine,test
uCWzv5Ss-B0,30,playing harpsichord,test
uGgSgK2Jy68,246,train wheels squealing,test
uJNudEm4RMQ,82,wind chime,test
uPyvbwFea7o,75,people marching,test
uR0W234PpW4,17,owl hooting,test
uSBP9aYwfhU,18,owl hooting,test
uby2dcP6cmw,26,playing tennis,test
ukYd1nfdJlM,60,toilet flushing,test
unt16ejLIvM,276,swimming,test
uoCay5JXnn4,0,toilet flushing,test
v3nzRrcUBZk,52,train wheels squealing,test
vConpHixES0,90,playing harmonica,test
vNa6xjsD8wc,461,swimming,test
vao3k4Z115k,235,slot machine,test
vcLmtZ7--iI,217,people marching,test
vchsE_Dn7mo,112,playing timbales,test
vchsE_Dn7mo,147,playing timbales,test
vgDI9j-YEhQ,30,owl hooting,test
vgtB9UHIFpo,269,mouse clicking,test
vl60ONQpA_8,0,swimming,test
w6inG9Js2Fg,48,people marching,test
w8u3udq84LY,151,swimming,test
wFTlySgdWX4,30,playing vibraphone,test
wMfSmB7V8ag,80,playing harmonica,test
wRnBUv5KA94,24,train wheels squealing,test
w_HNeSi_UQ0,313,swimming,test
w_mRCETV-aU,4,playing tennis,test
waqwL6fKEE4,120,slot machine,test
wauLTa8cx-Y,159,playing gong,test
wdbIsk487Fw,100,"playing violin, fiddle",test
wfRWvI16wxw,47,lions growling,test
wfRWvI16wxw,86,lions growling,test
wnQskk_yWkI,11,owl hooting,test
x1MfwUhQQW8,69,wind chime,test
x7R2Pen7kM0,16,mouse clicking,test
x9BtE9mcnr8,227,swimming,test
xFpphkBfqvw,162,playing tennis,test
xJwJXKFTYgY,40,cricket chirping,test
xM4p5pmRAxM,30,playing harpsichord,test
xMCPVIiBrQo,107,swimming,test
xgD2aYuzcDQ,0,swimming,test
xgXd06kKFIQ,0,playing vibraphone,test
xiTI9orA7SA,21,playing timbales,test
xnA7O5ESAbY,30,"playing violin, fiddle",test
xnMI64kXQA8,252,cricket chirping,test
xpNdK4BcIks,43,mouse clicking,test
y0CtU8_Den0,0,playing vibraphone,test
y5zc-NHIipw,30,owl hooting,test
y7mhiv2Ltc4,70,train wheels squealing,test
yInXc5FJNyc,119,train wheels squealing,test
yInXc5FJNyc,129,train wheels squealing,test
yOP7z54BXYo,30,playing harpsichord,test
yQWGYlXiqXk,2,swimming,test
yTbSUMpM5Ho,0,people marching,test
ygT6GIGVVgI,97,swimming,test
ylKvglDzBU4,70,playing vibraphone,test
yuQhlkeLh5U,51,playing timbales,test
yy0n-N17n04,10,playing harmonica,test
z7rxl5KsPjs,90,"playing violin, fiddle",test
zDFB8fW-L3k,327,mouse clicking,test
zLl7cGw-8yA,54,mouse clicking,test
zNbF006Y5x4,0,playing vibraphone,test
zOMh7kh4gPQ,4,playing timbales,test
zcPFRKqTD9I,470,cricket chirping,test
zdktzavoISw,104,people marching,test
zdktzavoISw,167,people marching,test
zhOI8JLAO8Q,1073,swimming,test
zk4YZ_mbx2c,12,playing tennis,test
zsSLTyIhuf0,0,playing tennis,test
zxPbEuAVEZU,0,playing gong,test
